Port of Arnala;INANL;72.73664320556175 19.454540582637726,72.73664320556175 19.46610982728074,72.75117909180396 19.46610982728074,72.75117909180396 19.454540582637726,72.73664320556175 19.454540582637726
Port of Bakkafjordur;ISBAK;-14.843052600823553 66.01624400411184,-14.843052600823553 66.02772942189758,-14.809409653055758 66.02772942189758,-14.809409653055758 66.01624400411184,-14.843052600823553 66.01624400411184
Port of Vogar;ISVOG;-22.413116559031035 63.97818712687367,-22.413116559031035 63.989675680341286,-22.381943337518173 63.989675680341286,-22.381943337518173 63.97818712687367,-22.413116559031035 63.97818712687367
Porto di Maiori;ITIOI;14.624760381904775 40.64288998411822,14.624760381904775 40.65442287814539,14.642805340661443 40.65442287814539,14.642805340661443 40.64288998411822,14.624760381904775 40.64288998411822
Porto di Montalto di Castro;ITMLS;11.565895464078496 42.32539147517016,11.565895464078496 42.336920991287634,11.584413447696138 42.336920991287634,11.584413447696138 42.32539147517016,11.565895464078496 42.32539147517016
Porto di Santa Marinella;ITSMA;11.862052743152974 42.02983565703967,11.862052743152974 42.04136576816918,11.880484682452328 42.04136576816918,11.880484682452328 42.02983565703967,11.862052743152974 42.02983565703967
Porto di Cetara;ITTAA;14.692260823476653 40.63983442586431,14.692260823476653 40.65136732600258,14.710304959267985 40.65136732600258,14.710304959267985 40.63983442586431,14.692260823476653 40.63983442586431
Freeport Container Port;BSFPO;-78.7777972882989 26.51998650936738,-78.77462155282527 26.53319525798045,-78.76088864266903 26.54041335027111,-78.75230557382136 26.53787939087499,-78.74844319283991 26.53327204858599,-78.74277836740048 26.53334883914016,-78.74217755258114 26.51868091098162,-78.7730766004327 26.5166072830329,-78.7777972882989 26.51998650936738
Wurtland Riverport;USWUR;-82.77689678631825 38.54899925729285,-82.77689678631825 38.560536312408715,-82.7593872284955 38.560536312408715,-82.7593872284955 38.54899925729285,-82.77689678631825 38.54899925729285
Port of Metkovic;HRMET;17.639668242559313 43.04955878603052,17.639668242559313 43.06108684204478,17.65840262413499 43.06108684204478,17.65840262413499 43.04955878603052,17.639668242559313 43.04955878603052
Port of Aola Bay;SBAOB;160.4808723307044 -9.536574630316979,160.4808723307044 -9.524995730973773,160.49477358792367 -9.524995730973773,160.49477358792367 -9.536574630316979,160.4808723307044 -9.536574630316979
Port of Busselton;AUBUS;115.3314478083247 -33.64294873553201,115.3314478083247 -33.63140237581509,115.34789894909431 -33.63140237581509,115.34789894909431 -33.64294873553201,115.3314478083247 -33.64294873553201
Port of Vasto;ITVSO;14.702308695167607 42.17011355941356,14.702308695167607 42.18164338820916,14.720781311647452 42.18164338820916,14.720781311647452 42.17011355941356,14.702308695167607 42.17011355941356
Port of St Laurent du Maroni;GFSLM;-54.03711453985426 5.495368737688917,-54.03711453985426 5.506949788615809,-54.02334091726056 5.506949788615809,-54.02334091726056 5.495368737688917,-54.03711453985426 5.495368737688917
Port of Chongqing;CNCKG;106.54593147336789 29.563626425069526,106.54593147336789 29.580957268120983,106.56955827176789 29.580957268120983,106.56955827176789 29.563626425069526,106.54593147336789 29.563626425069526
Port of Zhongshan;CNZGA;113.3377812235607 22.49500789829522,113.3377812235607 22.51235562328484,113.36003119270936 22.51235562328484,113.36003119270936 22.49500789829522,113.3377812235607 22.49500789829522
Port of Naryan-Mar;RUNNM;52.992186145742956 67.63478328051876,52.992186145742956 67.65200809683557,53.04609790103479 67.65200809683557,53.04609790103479 67.63478328051876,52.992186145742956 67.63478328051876
Port of Hatanga;RUHTG;102.43582608441304 71.97478642202844,102.43582608441304 71.99200288387887,102.50211569759374 71.99200288387887,102.50211569759374 71.97478642202844,102.43582608441304 71.97478642202844
Port of Banda Aceh;IDBTJ;95.29391040423619 5.555553087102847,95.29391040423619 5.572924635634621,95.31457301942953 5.572924635634621,95.31457301942953 5.555553087102847,95.29391040423619 5.555553087102847
Port of Ristiina;FIRIS;27.230539729357886 61.498388552306324,27.230539729357886 61.51562763318146,27.273537768363997 61.51562763318146,27.273537768363997 61.498388552306324,27.230539729357886 61.498388552306324
Port of Bridgeport;USBXM;-85.71369118725742 34.960662847610486,-85.71369118725742 34.97220686271992,-85.69697896420584 34.97220686271992,-85.69697896420584 34.960662847610486,-85.71369118725742 34.960662847610486
Port of Sao Cristovao;BRSCV;-37.15722018353449 -11.101574115673737,-37.15722018353449 -11.089996338575132,-37.14325010196985 -11.089996338575132,-37.14325010196985 -11.101574115673737,-37.15722018353449 -11.101574115673737
Puerto Parana;ARPRA;-60.54685296233152 -31.719703077524983,-60.54685296233152 -31.702378261516724,-60.52270014794633 -31.702378261516724,-60.52270014794633 -31.719703077524983,-60.54685296233152 -31.719703077524983
Port of Newcastle upon Tyne;GBNCL;-1.614458037255314 54.95726993089604,-1.614458037255314 54.97452664667203,-1.578713934376782 54.97452664667203,-1.578713934376782 54.95726993089604,-1.614458037255314 54.95726993089604
Port of Huzhou;CNHZH;120.06463028673895 30.860134627396086,120.06463028673895 30.906341698827653,120.1284757271273 30.906341698827653,120.1284757271273 30.860134627396086,120.06463028673895 30.860134627396086
Port of Bintuni;IDNTI;133.23652492840932 -2.200187155379699,133.23652492840932 -2.188605222451736,133.25024554313998 -2.188605222451736,133.25024554313998 -2.200187155379699,133.23652492840932 -2.200187155379699
Port of Joliet;USJOT;-88.09777726988884 41.525308057240096,-88.09777726988884 41.54260481652196,-88.07034412107596 41.54260481652196,-88.07034412107596 41.525308057240096,-88.09777726988884 41.525308057240096
Kosai Harbor;JPKO2;137.54186669941308 34.699743698538185,137.54186669941308 34.71706051851203,137.56685687462664 34.71706051851203,137.56685687462664 34.699743698538185,137.54186669941308 34.699743698538185
Hiratsuka Harbor;JPHIU;139.3539890981563 35.309188906352816,139.3539890981563 35.326503988542896,139.37916533980192 35.326503988542896,139.37916533980192 35.309188906352816,139.3539890981563 35.309188906352816
Port of Tabatinga;BRTBT;-69.95015639691402 -4.239075819621735,-69.95015639691402 -4.227494354238249,-69.93640851566495 -4.227494354238249,-69.93640851566495 -4.239075819621735,-69.95015639691402 -4.239075819621735
Port of Codajas;BRCDA;-62.06765287290851 -3.849353650468386,-62.06765287290851 -3.8377720731109,-62.05391154886693 -3.8377720731109,-62.05391154886693 -3.849353650468386,-62.06765287290851 -3.849353650468386
Port of Sillamae - SILPORT;EESLM;27.710589768629276 59.40421960087584,27.710589768629276 59.4214640965099,27.750905239222647 59.4214640965099,27.750905239222647 59.40421960087584,27.710589768629276 59.40421960087584
Port of Magdeburg;DEMAG;11.62437207717596 52.131593256106356,11.62437207717596 52.17763436227586,11.713569961226254 52.17763436227586,11.713569961226254 52.131593256106356,11.62437207717596 52.131593256106356
Port of Brandenburg an der Havel;DEBBG;12.52166631802659 52.408377866948996,12.52166631802659 52.42564193653093,12.555314491491965 52.42564193653093,12.555314491491965 52.408377866948996,12.52166631802659 52.408377866948996
Port of Nemrut Bay;TRNEM;26.921145015827246 38.78355372327613,26.921145015827246 38.80662707785065,26.95628120979811 38.80662707785065,26.95628120979811 38.78355372327613,26.921145015827246 38.78355372327613
Port of Samarinda;IDSRI;117.1306283346998 -0.53611419199974,117.1306283346998 -0.518741047216414,117.15119512696617 -0.518741047216414,117.15119512696617 -0.53611419199974,117.1306283346998 -0.53611419199974
Port of Aparri;PHAPR;121.62726438136231 18.337782061610554,121.62726438136231 18.35513803280766,121.64892437485793 18.35513803280766,121.64892437485793 18.337782061610554,121.62726438136231 18.337782061610554
Porto di Marina di Pisa;ITMPA;10.271708377509576 43.67253311903288,10.271708377509576 43.68982339338096,10.30010026900039 43.68982339338096,10.30010026900039 43.67253311903288,10.271708377509576 43.67253311903288
Port of Libourne;FRLIB;-0.266114509624292 44.908368089763975,-0.266114509624292 44.925654620133564,-0.237120759110815 44.925654620133564,-0.237120759110815 44.908368089763975,-0.266114509624292 44.908368089763975
Port Soubise Marina;FROUB;-1.007445013940076 45.92920617888631,-1.007445013940076 45.93035839230432,-1.005477203867939 45.93035839230432,-1.005477203867939 45.92920617888631,-1.007445013940076 45.92920617888631
Puerto de la Cruz;ESRUZ;-16.55752671273885 28.413157617307434,-16.55752671273885 28.424713458821454,-16.54194934094809 28.424713458821454,-16.54194934094809 28.413157617307434,-16.55752671273885 28.413157617307434
Port of Altamira;BRATM;-52.21737010949483 -3.217687059662534,-52.21737010949483 -3.206105323476417,-52.203638060585355 -3.206105323476417,-52.203638060585355 -3.217687059662534,-52.21737010949483 -3.217687059662534
Port Arradon;FRADN;-2.83089537049313 47.611785068355054,-2.83089537049313 47.6233039090727,-2.810592854317173 47.6233039090727,-2.810592854317173 47.611785068355054,-2.83089537049313 47.611785068355054
Port of Humaita;BRHMA;-63.025477365061995 -7.50990852064297,-63.025477365061995 -7.498328412087481,-63.01164908551627 -7.498328412087481,-63.01164908551627 -7.50990852064297,-63.025477365061995 -7.50990852064297
Port of Potsdam;DEPOT;13.050008379195 52.38698895097774,13.050008379195 52.40425308311879,13.08364028316715 52.40425308311879,13.08364028316715 52.38698895097774,13.050008379195 52.38698895097774
Port of Victoria;USXZV;-96.98032606115825 28.6859356002358,-96.98032606115825 28.697490977894596,-96.96470848758979 28.697490977894596,-96.96470848758979 28.6859356002358,-96.98032606115825 28.6859356002358
Puertod de El Chorrillo;ESZDT;-16.330025339125168 28.395657604189307,-16.330025339125168 28.40721347536428,-16.314450527375826 28.40721347536428,-16.314450527375826 28.395657604189307,-16.330025339125168 28.395657604189307
Triabunna Harbor;AUKUK;147.90558749705926 -42.516274159464345,147.90558749705926 -42.50474522561124,147.92415858177966 -42.50474522561124,147.92415858177966 -42.516274159464345,147.90558749705926 -42.516274159464345
Trinidad Harbor;USTAD;-124.1547434017507 41.049279232235904,-124.1547434017507 41.060811312641775,-124.13658785141408 41.060811312641775,-124.13658785141408 41.049279232235904,-124.1547434017507 41.049279232235904
Howard/Cooper County Port;USOXJ;-92.75473098364203 38.97788852060107,-92.75473098364203 38.98942472824013,-92.73711627600042 38.98942472824013,-92.73711627600042 38.97788852060107,-92.75473098364203 38.97788852060107
BASCO;PHBSO;121.93526964708887 20.42927357121899,121.93526964708887 20.475545932413453,121.99377725456243 20.475545932413453,121.99377725456243 20.42927357121899,121.93526964708887 20.42927357121899
Port of Mississippi County;USEPF;-89.12391599536463 36.925386740588486,-89.12391599536463 36.93692697637377,-89.10678479539006 36.93692697637377,-89.10678479539006 36.925386740588486,-89.12391599536463 36.925386740588486
Cortes Bay Harbor;CAYCF;-124.94199469058502 50.05789833222829,-124.94199469058502 50.069412274836814,-124.92067872452428 50.069412274836814,-124.92067872452428 50.05789833222829,-124.94199469058502 50.05789833222829
Port of Ryazan;RURZN;39.75009073997977 54.63984669223239,39.75009073997977 54.651351693038634,39.773732550134376 54.651351693038634,39.773732550134376 54.63984669223239,39.75009073997977 54.63984669223239
Porto di Martinsicuro;ITMTS;13.910528096541778 42.88650308533765,13.910528096541778 42.89803147035494,13.92921305086678 42.89803147035494,13.92921305086678 42.88650308533765,13.910528096541778 42.88650308533765
Port of Serpukhov;RUSHV;37.38723452335767 54.889846899804105,37.38723452335767 54.90135142500815,37.411022530215604 54.90135142500815,37.411022530215604 54.889846899804105,37.38723452335767 54.889846899804105
Port of Coari;BRCIZ;-63.147377217165655 -4.088520285133428,-63.147377217165655 -4.076938775229746,-63.13363194469794 -4.076938775229746,-63.13363194469794 -4.088520285133428,-63.147377217165655 -4.088520285133428
Pemiscot County Port;USAHV;-89.7105000507461 36.22538614116791,-89.7105000507461 36.23692773301995,-89.69352281420005 36.23692773301995,-89.69352281420005 36.22538614116791,-89.7105000507461 36.22538614116791
Port of Fawley;GBFAW;-1.323808917877969 50.83239650332126,-1.338228473542032 50.84356240537113,-1.335496195752413 50.8458612010208,-1.319932230035548 50.83368397051805,-1.323808917877969 50.83239650332126
Port of Malahayati;IDMLH;95.51843982008874 5.591479864804068,95.51843982008874 5.603060878383032,95.53221567255902 5.603060878383032,95.53221567255902 5.591479864804068,95.51843982008874 5.591479864804068
Crossroads of America Port;USB2G;-88.07263296022386 32.78343882176203,-88.07263296022386 32.794986915571194,-88.05633987377533 32.794986915571194,-88.05633987377533 32.78343882176203,-88.07263296022386 32.78343882176203
Port of Crib Point;AUCPT;145.2175711520253 -38.36766682253253,145.2175711520253 -38.35612957816793,145.23503435492296 -38.35612957816793,145.23503435492296 -38.36766682253253,145.2175711520253 -38.36766682253253
Sabaudia Marina;ITSUD;13.029949539877911 41.24677940705196,13.029949539877911 41.25831109147205,13.048159661026837 41.25831109147205,13.048159661026837 41.24677940705196,13.029949539877911 41.24677940705196
Puerto de Las Galletas;ESZBB;-16.668050344042364 28.00232397740413,-16.668050344042364 28.013880512101906,-16.652532470390227 28.013880512101906,-16.652532470390227 28.00232397740413,-16.668050344042364 28.00232397740413
Puerto de Salto del Guaira;PYCAN;-54.3055548506205 -24.06990060014471,-54.3055548506205 -24.05833787800978,-54.29054753113563 -24.05833787800978,-54.29054753113563 -24.06990060014471,-54.3055548506205 -24.06990060014471
Port of Stokkseyri;ISSTK;-21.08275104166528 63.83040924949515,-21.08275104166528 63.84189803769084,-21.05174136754665 63.84189803769084,-21.05174136754665 63.83040924949515,-21.08275104166528 63.83040924949515
Port of Demopolis;USDMP;-87.82288444816862 32.51288304610026,-87.82288444816862 32.52443163759734,-87.80664035838595 32.52443163759734,-87.80664035838595 32.51288304610026,-87.82288444816862 32.51288304610026
Port of Holmavik;ISHVK;-21.685054206773426 65.70013269456193,-21.685054206773426 65.71161858596088,-21.65182250262653 65.71161858596088,-21.65182250262653 65.70013269456193,-21.685054206773426 65.70013269456193
Port of Jinshi;CNJSI;111.87681993043365 29.62065853483795,111.87681993043365 29.63221230181459,111.89257957681322 29.63221230181459,111.89257957681322 29.62065853483795,111.87681993043365 29.62065853483795
Les Escoumins Harbor;CAQLE;-69.39966109632589 48.34150793582134,-69.39966109632589 48.353025309480266,-69.37907041563365 48.353025309480266,-69.37907041563365 48.34150793582134,-69.39966109632589 48.34150793582134
Al Rayyan Marine Terminal;QARYN;51.46819172251608 26.219267126357494,51.46819172251608 26.23082659056571,51.483465529834 26.23082659056571,51.483465529834 26.219267126357494,51.46819172251608 26.219267126357494
Porto di Vico Equense;ITVEQ;14.408091988441432 40.65483443911116,14.408091988441432 40.666367309248535,14.426140165459698 40.666367309248535,14.426140165459698 40.65483443911116,14.408091988441432 40.65483443911116
Port of Montgomery;USYGY;-86.33231755809109 32.39510517280429,-86.33231755809109 32.40665398027716,-86.3160945925926 32.40665398027716,-86.3160945925926 32.39510517280429,-86.33231755809109 32.39510517280429
Port of Knoxville;USZF2;-83.92213519646401 35.951774796962845,-83.92213519646401 35.963316916094264,-83.9052167057965 35.963316916094264,-83.9052167057965 35.951774796962845,-83.92213519646401 35.951774796962845
Porto di Antignano;ITAN2;10.310984122445813 43.49150362405421,10.310984122445813 43.50303078776322,10.329854572979473 43.50303078776322,10.329854572979473 43.49150362405421,10.310984122445813 43.49150362405421
Cutler Harbor;USXUT;-67.21754887163108 44.650949101824466,-67.21754887163108 44.66247392190153,-67.19830630684689 44.66247392190153,-67.19830630684689 44.650949101824466,-67.21754887163108 44.650949101824466
Port of Manicore;BRMNX;-61.305729736468486 -5.817131111636914,-61.305729736468486 -5.805550208225551,-61.29194875556172 -5.805550208225551,-61.29194875556172 -5.817131111636914,-61.305729736468486 -5.817131111636914
Port of Conde-sur-Marne;FRC9M;4.170185720461166 49.036786326180824,4.170185720461166 49.04830230624858,4.191061898577574 49.04830230624858,4.191061898577574 49.036786326180824,4.170185720461166 49.036786326180824
Port of Onitsha;NGQNI;6.757877177811552 6.129813293083878,6.757877177811552 6.141394085616202,6.77166624668788 6.141394085616202,6.77166624668788 6.129813293083878,6.757877177811552 6.129813293083878
Port of Cerbere;FRCEB;3.156989126014942 42.43594712900054,3.156989126014942 42.447476422401905,3.175539630084616 42.447476422401905,3.175539630084616 42.43594712900054,3.156989126014942 42.43594712900054
Port of Tefe;BRTFF;-64.71070442054878 -3.35102037803009,-64.71070442054878 -3.339438673033009,-64.69697055292492 -3.339438673033009,-64.69697055292492 -3.35102037803009,-64.71070442054878 -3.35102037803009
Bevill-Hook Port;USAIV;-88.23516192022397 33.07732795080139,-88.23516192022397 33.08887550158855,-88.21881486070343 33.08887550158855,-88.21881486070343 33.07732795080139,-88.23516192022397 33.07732795080139
BunbegHarbor;IEBUN;-8.324206005949048 55.052347034324946,-8.324206005949048 55.06385125120151,-8.300321749964581 55.06385125120151,-8.300321749964581 55.052347034324946,-8.324206005949048 55.052347034324946
Admiral Barroso Terminal;BRSSB;-45.33942178536054 -23.71490084252274,-45.33942178536054 -23.703337586191832,-45.32445535923986 -23.703337586191832,-45.32445535923986 -23.71490084252274,-45.33942178536054 -23.71490084252274
Port of Borgarfjordur Eystri;ISBGJ;-13.831321991317129 65.52291036000616,-13.831321991317129 65.5343965190197,-13.798316032881145 65.5343965190197,-13.798316032881145 65.52291036000616,-13.831321991317129 65.52291036000616
Tepre Terminal;ECTEP;-79.67402637379647 1.011479424336031,-79.67402637379647 1.023061497918501,-79.66031361242442 1.023061497918501,-79.66031361242442 1.011479424336031,-79.67402637379647 1.011479424336031
Port of Fox;FKFBE;-60.084972552729774 -51.96070992860722,-60.084972552729774 -51.94920002998155,-60.06277122286967 -51.94920002998155,-60.06277122286967 -51.96070992860722,-60.084972552729774 -51.96070992860722
Guamare Oil Terminal;BRGUA;-36.33960815565679 -4.950186821614505,-36.33960815565679 -4.938605587961039,-36.325846662359325 -4.938605587961039,-36.325846662359325 -4.950186821614505,-36.33960815565679 -4.950186821614505
Porthgain Harbor;GBPGI;-5.194134572909725 51.94317774377089,-5.194134572909725 51.954687961493505,-5.171936634033183 51.954687961493505,-5.171936634033183 51.94317774377089,-5.194134572909725 51.94317774377089
Moclett Pier;GBPPW;-2.905220043337031 59.32179488308089,-2.905220043337031 59.33329126304809,-2.878410271782399 59.33329126304809,-2.878410271782399 59.32179488308089,-2.905220043337031 59.32179488308089
Portsoy Harbour;GBPSY;-2.703174957530485 57.68012693934347,-2.703174957530485 57.691626267951854,-2.677588264370204 57.691626267951854,-2.677588264370204 57.68012693934347,-2.703174957530485 57.68012693934347
Port of Rasa;HRRAS;14.042384934617578 45.020393875548685,14.042384934617578 45.03191794850238,14.061750867139736 45.03191794850238,14.061750867139736 45.020393875548685,14.042384934617578 45.020393875548685
Port of Tasiilaq;GLAGM;-37.65082732950067 65.61235486124208,-37.65082732950067 65.62384088500318,-37.617707861594106 65.62384088500318,-37.617707861594106 65.61235486124208,-37.65082732950067 65.61235486124208
Udang Natuna Terminal;IDUDG;106.47567888873095 4.027868529138795,106.47567888873095 4.039450070307161,106.48942331722152 4.039450070307161,106.48942331722152 4.027868529138795,106.47567888873095 4.027868529138795
Santa Cruz Das Flores;PTSCF;-31.13479402409823 39.44650004210548,-31.13479402409823 39.4580353207262,-31.11706182709913 39.4580353207262,-31.11706182709913 39.44650004210548,-31.13479402409823 39.44650004210548
Santa Cruz Da Graciosa;PTSCG;-28.0128003880234 39.081777500359145,-28.0128003880234 39.09331350230592,-27.995159870142448 39.09331350230592,-27.995159870142448 39.081777500359145,-28.0128003880234 39.081777500359145
LOOP Terminal;USLO9;-90.02506364300527 28.8778801897907,-90.02506364300527 28.8894352393518,-90.00941744331544 28.8894352393518,-90.00941744331544 28.8778801897907,-90.02506364300527 28.8778801897907
Port of Chimbote;PECHM;-78.61967358795866 -9.081852543900624,-78.61967358795866 -9.070273349087538,-78.60579027556824 -9.070273349087538,-78.60579027556824 -9.081852543900624,-78.61967358795866 -9.081852543900624
Sa Dec Terminal;VNDTH;105.75946638488882 10.290092104042106,105.75946638488882 10.301670519061917,105.77339987541335 10.301670519061917,105.77339987541335 10.290092104042106,105.75946638488882 10.290092104042106
Loreto Harbor;MXLTO;-111.34707143938563 26.009544755657856,-111.34707143938563 26.02110455565898,-111.33182487230735 26.02110455565898,-111.33182487230735 26.009544755657856,-111.34707143938563 26.009544755657856
Taharoa Terminal;NZTHH;174.67981737441932 -38.180722545652024,174.67981737441932 -38.16918493208352,174.6972358716048 -38.16918493208352,174.6972358716048 -38.180722545652024,174.67981737441932 -38.180722545652024
Port of Derby;AUDRB;123.60035070799297 -17.297404721607133,123.60035070799297 -17.285832924892645,123.61470610297738 -17.285832924892645,123.61470610297738 -17.297404721607133,123.60035070799297 -17.297404721607133
Atafu Harbor;TKAFU;-172.504385509229 -8.567963800972601,-172.504385509229 -8.556384289003153,-172.49052137762902 -8.556384289003153,-172.49052137762902 -8.567963800972601,-172.504385509229 -8.567963800972601
Masset Harbor;CAMSS;-132.1580476955963 54.00151282562289,-132.1580476955963 54.01301904745216,-132.13476914066 54.01301904745216,-132.13476914066 54.00151282562289,-132.1580476955963 54.00151282562289
Port of Burketown;AUBUC;139.73283973309262 -17.558793472368215,139.73283973309262 -17.547221979317936,139.7472155694209 -17.547221979317936,139.7472155694209 -17.558793472368215,139.73283973309262 -17.558793472368215
Port of Cooktown;AUCTN;145.24208903831706 -15.464905639101191,145.24208903831706 -15.453331826749254,145.25631095808748 -15.453331826749254,145.25631095808748 -15.464905639101191,145.24208903831706 -15.464905639101191
Port of Saiqi;CNSIQ;119.66230498529188 26.966489884372315,119.66230498529188 26.978048136919487,119.67767832354559 26.978048136919487,119.67767832354559 26.966489884372315,119.66230498529188 26.966489884372315
Port of Stevns Pier;DKSTP;12.439319672726503 55.317625031012035,12.439319672726503 55.329128745958585,12.46336316077719 55.329128745958585,12.46336316077719 55.317625031012035,12.439319672726503 55.317625031012035
Mikurajima Harbor;JPMKR;139.58003341939508 33.89121751031483,139.58003341939508 33.902763544628115,139.59653411975333 33.902763544628115,139.59653411975333 33.89121751031483,139.58003341939508 33.89121751031483
Fakaofo Harbor;TKFKO;-171.22551350309823 -9.39490800662754,-171.22551350309823 -9.383329013743582,-171.21161793479783 -9.383329013743582,-171.21161793479783 -9.39490800662754,-171.22551350309823 -9.39490800662754
Nukunonu Harbor;TKNKU;-171.8224533326551 -9.1765747383471,-171.8224533326551 -9.164995603937287,-171.8085663577111 -9.164995603937287,-171.8085663577111 -9.1765747383471,-171.8224533326551 -9.1765747383471
Rio Cullen Marine Terminal;ARRIC;-68.35106097313984 -52.89654242076093,-68.35106097313984 -52.88503435964875,-68.32838450913042 -52.88503435964875,-68.32838450913042 -52.89654242076093,-68.35106097313984 -52.89654242076093
Windsor Harbor;CAWDR;-64.18095619667398 45.063449469474314,-64.18095619667398 45.07497345535776,-64.16157573079974 45.07497345535776,-64.16157573079974 45.063449469474314,-64.18095619667398 45.063449469474314
Walton Harbor;CAWTN;-64.02098583773804 45.22622739230326,-64.02098583773804 45.23775104901392,-64.00155012866394 45.23775104901392,-64.00155012866394 45.22622739230326,-64.02098583773804 45.22622739230326
Port of Pecket;CLPCK;-71.2085779699972 -52.957097922107295,-71.2085779699972 -52.94558997934153,-71.18586984714095 -52.94558997934153,-71.18586984714095 -52.957097922107295,-71.2085779699972 -52.957097922107295
Senden Harbor;DEDEE;7.457559091006656 51.84095543367909,7.457559091006656 51.852465851935925,7.479706712535274 51.852465851935925,7.479706712535274 51.84095543367909,7.457559091006656 51.84095543367909
Port of Ras Budran;EGRAB;33.160487147583524 28.93704690131168,33.160487147583524 28.948601849456832,33.17614222785935 28.948601849456832,33.17614222785935 28.93704690131168,33.160487147583524 28.93704690131168
Port of Benidorm;ESBEM;-0.142171998545025 38.52927701788192,-0.142171998545025 38.540814111901085,-0.124667222170808 38.540814111901085,-0.124667222170808 38.52927701788192,-0.142171998545025 38.52927701788192
Port of Castro-Urdiales;ESCUR;-3.224829914373127 43.375670187539264,-3.224829914373127 43.38719758519492,-3.205995427318563 43.38719758519492,-3.205995427318563 43.375670187539264,-3.224829914373127 43.375670187539264
Gran Tarajal Harbor;ESGTL;-14.033899112958101 28.202046348297152,-14.033899112958101 28.213602546833805,-14.018352471561382 28.213602546833805,-14.018352471561382 28.202046348297152,-14.033899112958101 28.202046348297152
Port of Cancale;FRCKY;-1.866120308754488 48.66400822025519,-1.866120308754488 48.675524946942176,-1.845398561661778 48.675524946942176,-1.845398561661778 48.66400822025519,-1.866120308754488 48.66400822025519
Aberdovey Harbour;GBABV;-4.055683848503044 52.53817825340388,-4.055683848503044 52.54968730756525,-4.033186981011633 52.54968730756525,-4.033186981011633 52.53817825340388,-4.055683848503044 52.53817825340388
Brora Harbor;GBBRJ;-3.861910381355318 58.005404973569945,-3.861910381355318 58.01690371103148,-3.836091984543648 58.01690371103148,-3.836091984543648 58.005404973569945,-3.861910381355318 58.005404973569945
Burray Pier;GBBUF;-2.929463408208156 58.83790562232209,-2.929463408208156 58.849402862204556,-2.903028428768263 58.849402862204556,-2.903028428768263 58.83790562232209,-2.929463408208156 58.83790562232209
Collafirth Harbour;GBCAF;-1.364366099393777 60.53485135301951,-1.364366099393777 60.54634561328548,-1.336559235323445 60.54634561328548,-1.336559235323445 60.53485135301951,-1.364366099393777 60.53485135301951
Findhorn Harbor;GBFIN;-3.627053983432176 57.6540158075762,-3.627053983432176 57.66551518378014,-3.601485673640806 57.66551518378014,-3.601485673640806 57.6540158075762,-3.627053983432176 57.6540158075762
Graemsay Pier;GBGAE;-3.28144394837032 58.9259612458401,-3.28144394837032 58.93745832865056,-3.254941690274632 58.93745832865056,-3.254941690274632 58.9259612458401,-3.28144394837032 58.9259612458401
Queen Elizabeth II Dock;GBEAM;-2.954750457709145 53.31247312828248,-2.965736785834145 53.32682900033973,-2.949943939154457 53.33058807256469,-2.936668790923853 53.31671202893054,-2.954750457709145 53.31247312828248
Walls Harbour;GBWLZ;-1.583944473422175 60.21874000616291,-1.583944473422175 60.230234813700456,-1.556405731597163 60.230234813700456,-1.556405731597163 60.21874000616291,-1.583944473422175 60.21874000616291
Mid Yell Harbour;GBMYE;-1.073837446015014 60.593184729655384,-1.073837446015014 60.60467888933419,-1.045980438200248 60.60467888933419,-1.045980438200248 60.593184729655384,-1.073837446015014 60.593184729655384
Trumland Pier;GBROU;-3.000137510230082 59.12512806574998,-3.000137510230082 59.136624794253066,-2.973481572312156 59.136624794253066,-2.973481572312156 59.12512806574998,-3.000137510230082 59.12512806574998
Breasclete Harbour;GBRST;-6.769490451648962 58.21123846833429,-6.769490451648962 58.22273683344054,-6.743522813264892 58.22273683344054,-6.743522813264892 58.21123846833429,-6.769490451648962 58.21123846833429
Strangford Harbor;GBSJL;-5.566769231190436 54.36623535310784,-5.566769231190436 54.37774087613543,-5.543284864596012 54.37774087613543,-5.543284864596012 54.36623535310784,-5.566769231190436 54.36623535310784
Staithes Harbor;GBSTZ;-0.802660470991805 54.554291065472285,-0.802660470991805 54.56579622938318,-0.779068176798201 54.56579622938318,-0.779068176798201 54.554291065472285,-0.802660470991805 54.554291065472285
Tingwall Pier;GBTWL;-3.057064843003546 59.08401692306151,-3.057064843003546 59.09551372458922,-3.03044079952775 59.09551372458922,-3.03044079952775 59.08401692306151,-3.057064843003546 59.08401692306151
West Burrafirth Harbour;GBWBF;-1.554809884214151 60.289851170465354,-1.554809884214151 60.30134585457114,-1.527211352493358 60.30134585457114,-1.527211352493358 60.289851170465354,-1.554809884214151 60.289851170465354
Port of Antikyra;GRATK;22.622570729362078 38.37094354664965,22.622570729362078 38.382480952769214,22.640037289046305 38.382480952769214,22.640037289046305 38.37094354664965,22.622570729362078 38.37094354664965
Port of Dahanu;INDHU;72.70828507684509 19.96509642808027,72.70828507684509 19.976665015952413,72.72286717743602 19.976665015952413,72.72286717743602 19.96509642808027,72.70828507684509 19.96509642808027
Port of Ghogha;INGHA;72.27208482593771 21.681208559222796,72.27208482593771 21.692774837161803,72.28683306600627 21.692774837161803,72.28683306600627 21.681208559222796,72.27208482593771 21.681208559222796
